time,drivetrain,elevator,grabber
0.6404269999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.660221,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.6783659999999996,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.6993409999999995,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.7188369999999997,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.741161,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.7605099999999991,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.7799849999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.7990229999999992,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.8208579999999994,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.8392719999999994,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.8609029999999995,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.8803399999999995,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.8985179999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.9195089999999997,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.938815,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.9599989999999998,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.9773729999999992,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
0.9997349999999994,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.0209869999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.0399339999999997,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.0593819999999994,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.0788329999999995,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.1013929999999998,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.1202419999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.1409499999999992,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.1598799999999994,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.1775949999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.1980849999999998,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.2216489999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.238575,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.259391,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.277685,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.2992579999999991,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.3210919999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.3406369999999992,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.3598479999999995,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.3797129999999997,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.3997639999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.4201029999999992,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.4389899999999995,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.4608349999999994,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.477525,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.4995709999999995,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.5194449999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.5411679999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.5605189999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.5795529999999998,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.6008829999999996,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.6183669999999992,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.639392,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.6595319999999996,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.6770969999999998,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.6982749999999998,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.7216169999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.739725,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.7573519999999991,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.7812469999999996,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.7992269999999992,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.8207209999999998,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.8381159999999994,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.8600919999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.8786779999999998,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.9012429999999991,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.919695,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.9391299999999996,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.9603409999999997,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
1.9804879999999994,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.000120999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.0199089999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.0402549999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.0601649999999996,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.079198,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.099475,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.1191999999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.137383,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.161383,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.1806079999999994,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.198289999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.2202509999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.240283,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.257313,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.2781379999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.300763999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.3204319999999994,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.340165,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.3604529999999997,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.380648,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.400212,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.4198459999999997,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.4380349999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.4594769999999997,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.481197999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.4983509999999995,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.520956,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.5405949999999997,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.560523999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.5790979999999992,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.5985769999999997,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.619827,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.6379859999999997,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.6604519999999994,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.6798009999999994,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.6986849999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.720445,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.738885,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.7611089999999994,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.7808969999999995,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.79791,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.8204059999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.84049,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.859686999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.8777729999999995,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.900582,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.9198569999999995,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.937347999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.9604479999999995,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
2.979240999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.0006779999999997,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.0199169999999995,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.040374999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.059793,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.079052,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.09833,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.120914,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.137759999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.159833,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.180134,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.1982649999999992,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.220745999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.2399819999999995,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.2604249999999997,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.280633999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.299334,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.3201140000000002,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.337645,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.3610629999999997,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.377668999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.3996969999999997,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.4210130000000003,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.440868,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.4603970000000004,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.4808450000000004,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.5003449999999994,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.5198020000000003,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.540187999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.5602739999999997,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.579357999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.6006590000000003,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.620642,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.6393679999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.661066999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.680726999999999,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.699567,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.7210850000000004,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.7370389999999993,"{""pending_gear"": true, ""pending_differential_drive"": [0.0, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.7612109999999994,"{""pending_gear"": true, ""pending_differential_drive"": [0.37142857142857144, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.7779729999999994,"{""pending_gear"": true, ""pending_differential_drive"": [0.37142857142857144, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.800098,"{""pending_gear"": true, ""pending_differential_drive"": [0.37142857142857144, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.820164,"{""pending_gear"": true, ""pending_differential_drive"": [0.37142857142857144, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.840897,"{""pending_gear"": true, ""pending_differential_drive"": [0.37142857142857144, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
3.860614,"{""pending_gear"": true, ""pending_differential_drive"": [0.37142857142857144, -0.0, true, false]}","{""pending_position"": null}","{""pending_state"": 0}"
